adc1, adc2, adc3, adc4, gx, gy, gz 
2016-04-02 16:12:01.752374,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.753114,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.753386,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.754127,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.754399,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.755139,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.755411,236, 236, 6, 6, -53, 54, -1 
2016-04-02 16:12:01.756153,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.756425,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.757167,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.757436,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.758175,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.758446,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.759188,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.759460,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.760205,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.760495,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.761251,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.761537,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.762291,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.762573,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.763332,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.763617,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.764367,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.764705,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.765465,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.765751,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.766506,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.766791,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.767544,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.767829,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.768610,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.768894,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.769648,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.769958,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.770716,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.771002,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.771757,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.772042,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.772796,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.773079,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.773834,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.774119,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.774873,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.775157,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.775912,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.776210,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.776964,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.777248,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.778002,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.778286,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.779041,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.779324,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.780085,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.780369,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.781124,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.781407,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.782162,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.782447,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.783201,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.783487,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.784247,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.784533,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.785293,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.785578,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.786332,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.786616,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.787370,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.787654,236, 236, 6, 6, -57, 49, -3 
2016-04-02 16:12:01.788409,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.788694,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.789448,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.789732,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.790495,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.790778,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.791533,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.791818,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.792595,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.792881,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.793636,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.793922,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.794676,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.794961,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.795714,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.795998,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.796754,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.797038,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.797792,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.798074,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.798828,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.799113,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.799888,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.800180,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.800936,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.801220,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.801975,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.802259,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.803064,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.803352,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.804109,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.804395,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.805151,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.805434,236, 236, 9, 6, -58, 46, -4 
2016-04-02 16:12:01.806185,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.806469,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.807226,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.807510,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.808266,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.808551,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.809306,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.809589,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.810375,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.810662,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.811409,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.811683,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.812422,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.812693,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.813432,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.813703,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.814445,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.814715,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.815456,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.815728,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.816491,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.816765,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.817508,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.817780,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.818519,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.818790,236, 236, 6, 6, -58, 46, -4 
2016-04-02 16:12:01.819531,236, 236, 6, 6, -58, 46, -2 
2016-04-02 16:12:01.819801,236, 236, 6, 6, -58, 46, -2 
2016-04-02 16:12:01.820572,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.820846,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.821589,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.821861,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.822604,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.822877,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.823617,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.823895,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.824639,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.824911,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.825657,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.825929,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.826669,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.826940,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.827679,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.827951,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.828695,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.828966,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.829708,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.830002,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.830748,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.831021,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.831765,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.832057,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.832799,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.833070,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.833811,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.834081,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.834824,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.835095,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.835839,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.836112,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.836856,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.837125,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.837868,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.838138,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.838880,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.839150,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.839896,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.840245,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.840998,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.841271,236, 236, 9, 6, -56, 50, -2 
2016-04-02 16:12:01.842017,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.842290,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.843030,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.843301,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.844045,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.844317,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.845057,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.845329,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.846072,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.846343,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.847084,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.847354,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.848099,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.848372,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.849118,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.849390,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.850152,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.850443,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.851200,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.851485,236, 236, 6, 6, -56, 50, -2 
2016-04-02 16:12:01.852241,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.852525,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.853280,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.853564,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.854317,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.854599,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.855351,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.855634,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.856412,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.856698,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.857451,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.857735,236, 236, 9, 6, -57, 47, 0 
2016-04-02 16:12:01.858487,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.858772,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.859523,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.859805,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.860582,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.860871,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.861625,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.861907,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.862664,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.862949,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.863701,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.864009,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.864764,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.865049,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.865800,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.866084,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.866838,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.867122,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.867876,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.868159,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.868912,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.869196,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.869955,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.870241,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.870995,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.871278,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.872045,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.872330,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.873082,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.873367,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.874120,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.874403,236, 236, 9, 6, -57, 47, 0 
2016-04-02 16:12:01.875156,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.875439,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.876193,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.876476,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.877230,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.877515,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.878270,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.878605,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.879365,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.879652,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.880452,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.880740,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.881498,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.881782,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.882536,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.882821,236, 236, 6, 6, -57, 47, 0 
2016-04-02 16:12:01.883575,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.883859,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.884613,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.884896,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.885651,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.885935,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.886691,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.886973,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.887729,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.888030,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.888787,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.889071,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.889845,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.890130,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.890885,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.891171,236, 236, 9, 6, -54, 47, -3 
2016-04-02 16:12:01.891928,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.892212,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.892968,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.893252,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.894006,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.894287,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.895043,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.895326,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.896082,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.896366,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.897120,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.897404,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.898160,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.898444,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.899198,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.899481,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.900243,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.900527,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.901281,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.901566,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.902321,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.902604,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.903356,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.903640,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.904418,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.904703,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.905456,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.905739,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.906493,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.906778,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.907533,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.907816,236, 236, 9, 6, -54, 47, -3 
2016-04-02 16:12:01.908571,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.908854,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.909610,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.909901,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.910660,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.910946,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.911696,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.911983,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.912747,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.913022,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.913769,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.914042,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.914785,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.915056,236, 236, 6, 6, -54, 47, -3 
2016-04-02 16:12:01.915797,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.916069,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.916874,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.917153,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.917898,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.918171,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.918914,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.919185,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.919929,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.920220,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.920968,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.921241,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.921982,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.922254,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.922995,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.923267,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.924009,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.924280,236, 236, 9, 6, -55, 51, -1 
2016-04-02 16:12:01.925022,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.925294,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.926036,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.926306,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.927048,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.927320,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.928068,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.928340,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.929082,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.929353,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.930099,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.930375,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.931121,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.931394,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.932138,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.932409,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.933152,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.933424,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.934165,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.934435,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.935182,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.935453,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.936208,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.936480,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.937225,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.937497,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.938237,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.938508,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.939249,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.939519,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.940264,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.940552,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.941307,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.941592,236, 236, 9, 6, -55, 51, -1 
2016-04-02 16:12:01.942346,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.942632,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.943385,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.943669,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.944430,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.944716,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.945469,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.945753,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.946506,236, 236, 6, 6, -55, 51, -1 
2016-04-02 16:12:01.946792,236, 236, 6, 6, -55, 51, -1 
