adc1, adc2, adc3, adc4, gx, gy, gz 
2016-04-02 16:12:03.176997,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.177754,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.178041,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.178796,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.179082,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.179842,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.180128,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.180881,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.181166,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.181921,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.182204,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.182956,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.183238,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.183993,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.184301,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.185058,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.185342,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.186100,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.186384,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.187137,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.187420,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.188177,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.188460,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.189213,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.189496,236, 236, 6, 6, -58, 48, -4 
2016-04-02 16:12:03.190256,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.190541,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.191295,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.191579,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.192348,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.192633,236, 231, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.193388,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.193672,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.194428,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.194712,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.195465,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.195748,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.196501,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.196786,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.197538,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.197821,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.198573,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.198855,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.199609,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.199902,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.200686,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.200972,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.201728,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.202013,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.202766,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.203049,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.203804,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.204088,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.204843,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.205126,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.205880,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.206163,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.206973,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.207261,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.208030,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.208325,236, 236, 9, 6, -57, 49, -4 
2016-04-02 16:12:03.209081,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.209365,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.210122,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.210409,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.211160,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.211442,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.212193,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.212472,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.213225,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.213513,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.214261,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.214536,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.215280,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.215553,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.216306,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.216581,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.217326,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.217597,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.218338,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.218609,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.219351,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.219620,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.220372,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.220646,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.221389,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.221662,236, 236, 6, 6, -57, 49, -4 
2016-04-02 16:12:03.222404,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.222676,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.223416,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.223690,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.224433,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.224706,236, 236, 9, 6, -52, 50, 0 
2016-04-02 16:12:03.225449,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.225720,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.226460,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.226731,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.227471,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.227742,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.228484,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.228755,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.229493,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.229764,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.230533,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.230809,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.231552,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.231823,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.232557,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.232829,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.233570,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.233842,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.234582,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.234853,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.235594,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.235864,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.236606,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.236878,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.237620,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.237891,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.238634,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.238905,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.239647,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.239941,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.240712,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.240987,236, 236, 9, 6, -52, 50, 0 
2016-04-02 16:12:03.241731,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.242001,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.242744,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.243017,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.243758,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.244028,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.244830,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.245106,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.245848,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.246119,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.246862,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.247133,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.247875,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.248171,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.248914,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.249186,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.249932,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.250211,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.250953,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.251226,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.251967,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.252237,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.252977,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.253246,236, 236, 6, 6, -52, 50, 0 
2016-04-02 16:12:03.253987,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.254258,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.254998,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.255269,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.256021,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.256307,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.257050,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.257323,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.258069,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.258342,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.259082,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.259352,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.260094,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.260381,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.261139,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.261423,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.262177,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.262461,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.263218,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.263503,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.264260,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.264546,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.265303,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.265588,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.266342,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.266626,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.267381,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.267664,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.268417,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.268701,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.269455,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.269739,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.270490,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.270775,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.271528,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.271813,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.272575,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.272859,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.273618,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.273904,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.274660,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.274944,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.275701,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.275984,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.276738,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.277021,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.277776,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.278060,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.278814,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.279097,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.279860,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.280161,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.280919,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.281202,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.281958,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.282306,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.283067,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.283354,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.284107,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.284392,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.285148,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.285432,236, 236, 6, 6, -55, 48, -2 
2016-04-02 16:12:03.286188,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.286471,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.287225,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.287509,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.288267,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.288553,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.289306,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.289592,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.290374,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.290659,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.291415,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.291698,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.292453,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.292736,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.293489,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.293771,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.294525,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.294806,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.295557,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.295840,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.296619,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.296903,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.297657,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.297941,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.298693,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.298975,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.299727,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.300032,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.300788,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.301071,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.301825,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.302108,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.302862,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.303147,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.303901,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.304208,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.304961,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.305244,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.305997,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.306279,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.307031,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.307313,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.308065,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.308347,236, 236, 9, 6, -53, 49, -5 
2016-04-02 16:12:03.309099,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.309382,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.310160,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.310444,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.311196,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.311477,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.312233,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.312515,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.313268,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.313628,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.314381,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.314656,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.315401,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.315672,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.316415,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.316685,236, 236, 6, 6, -53, 49, -5 
2016-04-02 16:12:03.317426,236, 236, 6, 6, -53, 50, 0 
2016-04-02 16:12:03.317697,236, 236, 6, 6, -53, 50, 0 
2016-04-02 16:12:03.318437,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.318707,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.319445,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.319715,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.320464,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.320784,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.321506,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.321767,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.322482,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.322738,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.323450,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.323705,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.324418,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.324673,236, 236, 9, 6, -54, 50, 0 
2016-04-02 16:12:03.325388,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.325644,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.326358,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.326615,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.327329,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.327584,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.328313,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.328571,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.329285,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.329541,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.330260,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.330524,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.331239,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.331496,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.332209,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.332466,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.333180,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.333435,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.334147,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.334404,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.335117,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.335373,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.336087,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.336358,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.337072,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.337327,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.338041,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.338297,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.339010,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.339264,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.340012,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.340292,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.341030,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.341302,236, 236, 9, 6, -54, 50, 0 
2016-04-02 16:12:03.342041,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.342310,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.343044,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.343313,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.344054,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.344323,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.345065,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.345334,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.346072,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.346340,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.347078,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.347346,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.348082,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.348351,236, 236, 6, 6, -54, 50, 0 
2016-04-02 16:12:03.349090,236, 236, 6, 6, -54, 50, -2 
2016-04-02 16:12:03.349360,236, 236, 6, 6, -54, 50, -2 
2016-04-02 16:12:03.350100,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.350373,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.351112,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.351380,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.352119,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.352400,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.353139,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.353408,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.354149,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.354418,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.355156,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.355424,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.356165,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.356432,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.357171,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.357499,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.358246,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.358517,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.359254,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.359523,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.360268,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.360557,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.361308,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.361589,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.362336,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.362616,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.363365,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.363647,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.364395,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.364677,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.365425,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.365707,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.366453,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.366735,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.367485,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.367766,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.368529,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.368810,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.369561,236, 236, 6, 6, -56, 49, -2 
2016-04-02 16:12:03.369848,236, 236, 6, 6, -56, 49, -2 
